,Tweet User,Text,Retweets,Favorites,Replies,Datetime,FormattedDate,Hashtags,Permalink
5366,joe_sepi,"I recently took a work meeting discussing Quantum computing with @BradleyHolt, @mhdawson1, and @lukeschantz while playing frisbee with my puppy. #remoteLife #remoteWork #remoteWin (he’s getting good at catching it, by the way!)",0,7,1,2020-02-28 13:25:08+00:00,Fri Feb 28 13:25:08 +0000 2020,#remoteLife #remoteWork #remoteWin,https://twitter.com/joe_sepi/status/1233382627316551680
5367,maxilect,"This week during our regular company meeting, we discussed the features of remote work. We organized a quick exchange of experience — a discussion on how to solve the typical problems of the remote worker. #maxilect #work_from_anywhere #remote_work",0,1,0,2020-02-28 13:48:27+00:00,Fri Feb 28 13:48:27 +0000 2020,#maxilect #work_from_anywhere #remote_work,https://twitter.com/maxilect/status/1233388498654244864
5368,StoroniMithu,"In these interesting #Covid_19 times of remote work, remote learning, remote trading, remote healthcare, Marshall McLuhan’s words come to mind. ",1,4,0,2020-02-28 13:55:21+00:00,Fri Feb 28 13:55:21 +0000 2020,#Covid_19,https://twitter.com/StoroniMithu/status/1233390232269180928
5369,lariki,Thursday and Friday working from home. My happiness levels are raising non-stop. I wonder why... #remotework ,0,67,8,2020-02-28 13:57:05+00:00,Fri Feb 28 13:57:05 +0000 2020,#remotework,https://twitter.com/lariki/status/1233390670716514304
5370,CanadianPEO,Global businesses that are using flexible workspace policies attract and retain top talent. #RemoteWork #EmployeeRetention,0,0,0,2020-02-28 14:01:54+00:00,Fri Feb 28 14:01:54 +0000 2020,#RemoteWork #EmployeeRetention,https://twitter.com/CanadianPEO/status/1233391879489753091
5371,UELukeT,"Working from home has its benefits (and by benefits, I mean I get to raid my chocolate cupboard freely without any judgement) #WitneyPowerCut #WorkingFromHome ",1,2,0,2020-02-28 14:03:16+00:00,Fri Feb 28 14:03:16 +0000 2020,#WitneyPowerCut #WorkingFromHome,https://twitter.com/UELukeT/status/1233392225591099392
5372,scottpdawson,Just me and my rabbit sharing a snack this morning in my home office. Phoebe goes bananas for bananas! #remotework ,0,15,1,2020-02-28 14:07:34+00:00,Fri Feb 28 14:07:34 +0000 2020,#remotework,https://twitter.com/scottpdawson/status/1233393306442354694
5373,lemoncookiejac,The best part of #workingfromhome is having fresh Kraft mac and cheese for lunch. #thelittlethings,0,0,0,2020-02-28 14:08:55+00:00,Fri Feb 28 14:08:55 +0000 2020,#workingfromhome #thelittlethings,https://twitter.com/lemoncookiejac/status/1233393647858733058
5374,austinfish,"I've been thinking about how #COVIDー19 might impact #remotework - including impact on products/companies like @zoom_us, @SlackHQ &amp; @GoogleHangout, but also things like changes to company cultures, more home office solutions, etc. More on my blog:",0,6,1,2020-02-28 14:13:34+00:00,Fri Feb 28 14:13:34 +0000 2020,#COVID #remotework,https://twitter.com/austinfish/status/1233394818765803521
5375,GCIOMedia,"Given the @CDCgov announcement about #COVIDー19, IT leaders recommend preparing now for how coronavirus may change the work environment. Test VPNs and develop a plan for remote work ahead of when you need it. #RSAConference",0,1,0,2020-02-28 14:19:32+00:00,Fri Feb 28 14:19:32 +0000 2020,#COVID #RSAConference,https://twitter.com/GCIOMedia/status/1233396318946709504
5376,Andela_Egypt,"Finally, our long-awaited #RemoteHeroes event happened in Cairo last Saturday and it was as exciting as we anticipated! At the event, our Country Director, Rama El Safty unpacked the concept of remote work and the brilliance of the borderless engineer. #GrowWithAndela",5,14,1,2020-02-28 14:28:45+00:00,Fri Feb 28 14:28:45 +0000 2020,#RemoteHeroes #GrowWithAndela,https://twitter.com/Andela_Egypt/status/1233398636970749952
5377,Andela_Egypt,We concluded the event with an insightful panel discussion on how remote work and access to information by today’s youth is changing how work is done and how tangible value is created. #GrowWithAndela #RemoteHeroes,3,8,1,2020-02-28 14:28:47+00:00,Fri Feb 28 14:28:47 +0000 2020,#GrowWithAndela #RemoteHeroes,https://twitter.com/Andela_Egypt/status/1233398644985995266
5378,OneLinders,"The existing 5G networks in China are used to limit the impact of the corona virus for activities such as remote healthcare, home entertainment, public security, remote work and online education right now! #5G #UseCases #TeamEricsson",0,1,0,2020-02-28 14:29:02+00:00,Fri Feb 28 14:29:02 +0000 2020,#5G #UseCases #TeamEricsson,https://twitter.com/OneLinders/status/1233398709573939205
5379,Di_Knox,Coronavirus corrections and the rise of remote work #startup #marketing #business #creativelysmart,0,0,0,2020-02-28 14:44:23+00:00,Fri Feb 28 14:44:23 +0000 2020,#startup #marketing #business #creativelysmart,https://twitter.com/Di_Knox/status/1233402574348398592
5380,Flock,Is #remotework a thing? ,0,0,0,2020-02-28 14:53:31+00:00,Fri Feb 28 14:53:31 +0000 2020,#remotework,https://twitter.com/Flock/status/1233404869714771974
5381,BlazevicMoren,Remote Work Bias and the Communication Divide #remotework ,0,0,0,2020-02-28 15:00:24+00:00,Fri Feb 28 15:00:24 +0000 2020,#remotework,https://twitter.com/BlazevicMoren/status/1233406603048734721
5382,IOMarlton,Concentration is currency. We can help you invest it wisely. #startup #smallbusiness #homebusiness #remotework #receptionist #mail #conferencerooms #intelligentofficemarlton,0,1,0,2020-02-28 15:01:51+00:00,Fri Feb 28 15:01:51 +0000 2020,#startup #smallbusiness #homebusiness #remotework #receptionist #mail #conferencerooms #intelligentofficemarlton,https://twitter.com/IOMarlton/status/1233406967823110145
5383,GeekfulMom,"I know companies worry that people are less productive when they work from home, but does anyone else find that their productivity actually INCREASES when they work from home? #workfromhome #remotework",0,6,2,2020-02-28 15:05:33+00:00,Fri Feb 28 15:05:33 +0000 2020,#workfromhome #remotework,https://twitter.com/GeekfulMom/status/1233407899642322944
5384,the_real_stacie,These vibes. #remotework ,0,8,0,2020-02-28 15:08:51+00:00,Fri Feb 28 15:08:51 +0000 2020,#remotework,https://twitter.com/the_real_stacie/status/1233408728386306049
5385,DivergentVentur,#COVID2019 safe heaven is made of remote work. $ZM is rallying on corona cool aid. $SPY @saxena_puru @andresstrujillo @HedgeyeComm @HedgeyeTech,2,1,0,2020-02-28 15:09:22+00:00,Fri Feb 28 15:09:22 +0000 2020,#COVID2019,https://twitter.com/DivergentVentur/status/1233408859651354629
5386,SuB8u,What does #CoronaVirus mean for the gig economy? And the blue-collar gig workers for whom a remote work option isn't an option? No clear answers. Too many unclear questions. ,0,0,0,2020-02-28 15:17:49+00:00,Fri Feb 28 15:17:49 +0000 2020,#CoronaVirus,https://twitter.com/SuB8u/status/1233410986528444416
5387,BlueJeansNet,"Our CMO, @johnknightly discusses the ""water cooler effect"" and the benefits of having casual meetings with remote colleagues that focus on culture instead of work. #WorkRemotely #remotework - Thank you, @cloudapp!",0,5,1,2020-02-28 15:22:36+00:00,Fri Feb 28 15:22:36 +0000 2020,#WorkRemotely #remotework,https://twitter.com/BlueJeansNet/status/1233412189685350401
5388,westdenver,Concentration is currency. We can help you invest it wisely - Hire an Intelligent Assistant today so you can focus on the important! 303-974-6600 #intelligentoffice #smallbusiness #entrepreneur #remotework #startup #mylifebalanced #productivity,0,1,0,2020-02-28 15:25:09+00:00,Fri Feb 28 15:25:09 +0000 2020,#intelligentoffice #smallbusiness #entrepreneur #remotework #startup #mylifebalanced #productivity,https://twitter.com/westdenver/status/1233412831921438720
5389,avdan1,Talk to the experts Bluewater Technologies Group regarding how we can help keep your team connected & collaborating during the #coronavirusus crisis. #remotework #remoteworking #collaboration #CoronaVirusUpdates #coronavirususa #UCC #TechNews #tech #Cloud #DowJones,0,0,0,2020-02-28 15:31:30+00:00,Fri Feb 28 15:31:30 +0000 2020,#coronavirusus #remotework #remoteworking #collaboration #CoronaVirusUpdates #coronavirususa #UCC #TechNews #tech #Cloud #DowJones,https://twitter.com/avdan1/status/1233414430685356033
5390,avdan1,Video Conferencing to the Rescue Talk to the experts Bluewater Technologies Group regarding how we can help keep your team connected & collaborating during the #coronavirusus crisis. #remotework #collaboration #CoronaVirusUpdates #coronavirususa #DowJones,0,0,0,2020-02-28 15:32:39+00:00,Fri Feb 28 15:32:39 +0000 2020,#coronavirusus #remotework #collaboration #CoronaVirusUpdates #coronavirususa #DowJones,https://twitter.com/avdan1/status/1233414717911244805
5391,PAGroupUSA,"Stay connected, even when you’re not! #Microsoft #microsoftteams #teams #chat #collaborate #office #office365 #microsoftoffice #remote #work #workremote",0,0,0,2020-02-28 15:32:59+00:00,Fri Feb 28 15:32:59 +0000 2020,#Microsoft #microsoftteams #teams #chat #collaborate #office #office365 #microsoftoffice #remote #work #workremote,https://twitter.com/PAGroupUSA/status/1233414802480996353
5392,CollinBorns,"Plot twist, everyone realizes the value in remote work due to #COVID19",0,10,3,2020-02-28 15:36:10+00:00,Fri Feb 28 15:36:10 +0000 2020,#COVID19,https://twitter.com/CollinBorns/status/1233415604859801607
5393,theDMuk,What are everyone else's thoughts on remote working? I started remote working in June 2019 and my productivity increased massively. I find myself working longer hours but at a pace and manner in which I seem to excel. #remotework #remotejobs,0,0,0,2020-02-28 15:46:06+00:00,Fri Feb 28 15:46:06 +0000 2020,#remotework #remotejobs,https://twitter.com/theDMuk/status/1233418103008174082
5394,CapSqr,"Eyes on the price, girl! . In this case, a restful weekend after a long week. . Face masks, daydreams, and ice cream? Yes, please! . Who's with us? . Tag someone to share. . #CapitalSquare #Community #CoworkingInLagos #RemoteWork ",1,2,0,2020-02-28 15:49:04+00:00,Fri Feb 28 15:49:04 +0000 2020,#CapitalSquare #Community #CoworkingInLagos #RemoteWork,https://twitter.com/CapSqr/status/1233418851003588608
5395,BlazevicMoren,It be like that sometimes especially when your home office is in the guest bedroom and the bed keeps calling your name #remotework ,0,0,0,2020-02-28 16:00:59+00:00,Fri Feb 28 16:00:59 +0000 2020,#remotework,https://twitter.com/BlazevicMoren/status/1233421848433614850
5396,waqueau1,Remote Work May Be Helping Women Overcome Traditional Office Barriers #TA #Recruiting #EmployerBrand,0,0,0,2020-02-28 16:02:11+00:00,Fri Feb 28 16:02:11 +0000 2020,#TA #Recruiting #EmployerBrand,https://twitter.com/waqueau1/status/1233422151300022277
5397,datos_digital,What’s Your Company’s Emergency Remote-Work Plan? : #analytics #googleads #facebookads,0,0,0,2020-02-28 16:02:12+00:00,Fri Feb 28 16:02:12 +0000 2020,#analytics #googleads #facebookads,https://twitter.com/datos_digital/status/1233422156932972545
5398,angieys35,Well this is all really rather lovely. Lunch in #mouro #porto in the sun! #addictedtotravel #citybreak #nokids #LuxuryTravel #remotework #WinterRefresh,0,0,0,2020-02-28 16:06:44+00:00,Fri Feb 28 16:06:44 +0000 2020,#mouro #porto #addictedtotravel #citybreak #nokids #LuxuryTravel #remotework #WinterRefresh,https://twitter.com/angieys35/status/1233423298358325249
5399,Navahk,#remotework all day errday ,0,2,0,2020-02-28 16:06:47+00:00,Fri Feb 28 16:06:47 +0000 2020,#remotework,https://twitter.com/Navahk/status/1233423309741678592
5400,BlackCardBiz,#GetPaid #WorkingFromHome Feel peaceful. Be incredible. Be courageous. ,0,0,0,2020-02-28 16:14:48+00:00,Fri Feb 28 16:14:48 +0000 2020,#GetPaid #WorkingFromHome,https://twitter.com/BlackCardBiz/status/1233425327193542657
5401,Homeworkermag,I think these are excellent. I'm sure fellow homeworkers will relate to these. The commute is the one I personally recommend a lot! #homeworking #workingfromhome #remotework ,0,4,0,2020-02-28 16:15:45+00:00,Fri Feb 28 16:15:45 +0000 2020,#homeworking #workingfromhome #remotework,https://twitter.com/Homeworkermag/status/1233425564251435010
5402,Homeworkermag,I think these are excellent. I'm sure fellow homeworkers will relate to these. The commute is the one I personally recommend a lot! #homeworking #workingfromhome #remotework,0,4,0,2020-02-28 16:15:45+00:00,Fri Feb 28 16:15:45 +0000 2020,#homeworking #workingfromhome #remotework,https://twitter.com/Homeworkermag/status/1233425564251435010
5403,sean__harrison,Coronavirus corrections and the rise of remote work #Funding #Podcasts #RecentFunding #Roblox #Startups,0,1,0,2020-02-28 16:16:24+00:00,Fri Feb 28 16:16:24 +0000 2020,#Funding #Podcasts #RecentFunding #Roblox #Startups,https://twitter.com/sean__harrison/status/1233425728189947904
5404,gmstoner,question: what is the best home office chair for remote workers? #remotework #softwaredevelopment,0,0,2,2020-02-28 16:21:32+00:00,Fri Feb 28 16:21:32 +0000 2020,#remotework #softwaredevelopment,https://twitter.com/gmstoner/status/1233427021386174465
5405,taravasdani,"Are your #remote arrangements legally compliant? If they are, speak with me. If they're not, then really speak with me. #remotework #remoteworking #distributedteams #flexiblework #remotejobs #digitalnomads",0,3,0,2020-02-28 16:25:08+00:00,Fri Feb 28 16:25:08 +0000 2020,#remote #remotework #remoteworking #distributedteams #flexiblework #remotejobs #digitalnomads,https://twitter.com/taravasdani/status/1233427925531320323
5406,caliyost,"Great #strategy coverage today at @HarvardBiz re. #coronavirus... Here's my advice to leaders about what they should consider as they plan for a potential #remotework response to this, and any other, crisis. #contingency #flexstrategy #continuity",7,17,0,2020-02-28 16:27:46+00:00,Fri Feb 28 16:27:46 +0000 2020,#strategy #coronavirus #remotework #contingency #flexstrategy #continuity,https://twitter.com/caliyost/status/1233428589611225088
5407,SanabriaJav,Here's what working from home looks like. #remotework ,0,6,1,2020-02-28 16:29:09+00:00,Fri Feb 28 16:29:09 +0000 2020,#remotework,https://twitter.com/SanabriaJav/status/1233428938174738432
5408,reallykristi,"Stating what feels to me is readily apparent, but since stories keep running on this: #remotework tools and #edtech that enables learning from a distance are going to be of critical importance during the #coronavirus outbreak.",0,1,0,2020-02-28 16:34:50+00:00,Fri Feb 28 16:34:50 +0000 2020,#remotework #edtech #coronavirus,https://twitter.com/reallykristi/status/1233430370164649985
5409,andrewgobran,There's definitely a huge value proposition here for remote workers #remotework ,0,5,0,2020-02-28 16:35:09+00:00,Fri Feb 28 16:35:09 +0000 2020,#remotework,https://twitter.com/andrewgobran/status/1233430449369821185
5410,Katie_ITPR,Gartner analyst Roberta Witty spoke with @CIOJournal about the #coronavirus outbreak and the rise of more complex forms of #remote work. Read more via @Steve_Rosenbush. #COVID19 #IT @Gartner_IT,0,0,0,2020-02-28 16:38:34+00:00,Fri Feb 28 16:38:34 +0000 2020,#coronavirus #remote #COVID19 #IT,https://twitter.com/Katie_ITPR/status/1233431306756857857
5411,steph_fields,"#RemoteWork and job flexibility increase engagement, according to #gallup research",0,1,0,2020-02-28 16:45:31+00:00,Fri Feb 28 16:45:31 +0000 2020,#RemoteWork #gallup,https://twitter.com/steph_fields/status/1233433057652301824
5412,RobertoOsorno3,"Today, it’s more so a case of when not if you’ll need to allow your customer service reps to WFH. To be successful you’ll need a plan. #CallCenter #CCTR #RemoteWork ",0,0,0,2020-02-28 16:50:44+00:00,Fri Feb 28 16:50:44 +0000 2020,#CallCenter #CCTR #RemoteWork,https://twitter.com/RobertoOsorno3/status/1233434369563537417
